GSE156544,"Michael,,Sigal; Julian,,Heuberger; Jakob,,Trimpert; Nikolaus,,Osterrieder; Thomas,F,Meyer; Hans-Joachim,,Mollenkopf; ",Aug 20 2020,9606,epithelial
BioProjectPRJNA634489,"Bhanu Kanth Manne, Frederik Denorme, Elizabeth A. Middleton, Irina Portier, Jesse W. Rowley, Chris Stubben, Aaron C. Petrey, Neal D. Tolley, Li Guo, Mark Cody, Andrew S. Weyrich, Christian C. Yost,1 Matthew T. Rondina, Robert A. Campbell",Sep10 2020,9606,platelet
